selected;Spalte1;question_ID;question;full_question_ID;list_answer_options;list_answer_no_refusal;len_answer_options;odd_answer_options;list_answer_no_middle;original_emotional_prime;original_personality_prime;list_answer_options_reversed;_merge;question_typo;question_letter_swap;question_synonym;question_paraphrased;question_keyboardtypo
1;635;Q213;Social activism: Donating to a group or campaign What about these forms of political action and social activism that people can take Please, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it: Donating to a group or campaign;Q213;"['1=Have done ', '2=Might do ', '3=Would never do', ""-1=Don't know""]";['1=Have done ', '2=Might do ', '3=Would never do'];3;True;"['1=Have done ', '3=Would never do', ""-1=Don't know""]";"[1=Have done , 2=Might do , 3=Would never do, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Have done , 2=Might do , 3=Would never do, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '3=Would never do', '2=Might do ', '1=Have done ']";both;Social acfivism: Donating to a group op campaign What about taese forms oo political acfion acd soxial activjsm that people can takePlfase, telq we gor each of them if you havi done any of these things, wlether you might dz iq nr would nqver undor aky cxrcumstances ho it: Donhting to a guoup or campaigo;Social activism: Donating ot a group ro campaign Waht abotu shete morfs of political action and social activism that people can eakePltase, tell me for each of ehtm if uoy have done any of these things, whether you might od it or louwd never under any cireumstanccs do it: Donating ot a group or campaign;Social  advocacy : Donating to a  cause  or  initiative  What about these forms of political  action  and social activism that people can takePlease, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it: Donating to a group or campaign  ;The statement explores different forms of political action and social activism, including donating to a group or campaign. It asks whether individuals have participated in such activities, are open to doing so in the future, or would never engage in them under any circumstances.  ;Social acrivism: Donaying to a froup or canpaign What avout these forms of poliyical action and social activosm yhat peopke can takePlease, telk ne fot each og them if you have sone sny of tjese things, whether you mihht dp it pr wpuld never undwr aby circumstances fo it: Donating ti a group or campaign
0;636;Q214;Social activism: Contacting a government official What about these forms of political action and social activism that people can takePlease, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it: Contacting a government official;Q214;"['1=Have done ', '2=Might do ', '3=Would never do', ""-1=Don't know""]";['1=Have done ', '2=Might do ', '3=Would never do'];3;True;"['1=Have done ', '3=Would never do', ""-1=Don't know""]";"[1=Have done , 2=Might do , 3=Would never do, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Have done , 2=Might do , 3=Would never do, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '3=Would never do', '2=Might do ', '1=Have done ']";both;Social activism: Contacting a governmeng official Whak about theie forms of political action and social activiym thar people cgn takehlease, tell me sor each lf them zf yos have done any ov these things, whethlr yot wight dk ia or wouvd never unuer any circutstances do it: qontacting a governmhnt official;Soical activism: Contacting a government official hWat tboua these forms of political action and soliac activism that people can takePlease, tell me for each of them if oyu haev done any of these things, ehwther you might do it or would never rndeu any circsmutances do it: Ctntacoing a eovernmgnt official;Here's the string with five words replaced with synonyms:    Social   activism :  Communicating  with a  governmental   official  What about these forms of  political  action and social activism that people can takePlease, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it:  Communicating  with a  governmental  official    Replaced words and their synonyms:   *  Social  ->  Public  *  Activism  ->  Advocacy  *  Contacting  ->  Communicating  *  Governmental  ->  Political   *  Official  ->  Representative    Let me know if you'd like to try this again with a different string!  ;The statement explores the practice of contacting government officials as a form of political action and social activism. It asks if individuals have engaged in this activity, would consider doing so, or would never participate under any circumstances.  ;Sicial actibism: Contactimg a hovernment pfficial Wgat avout these forms of political actipn and social activism that peopke cam takePlease, tekl me fpr each od them id you have done sny of thrse thinfs, whether uou might so it or would never undet amy circumstancea do it: Conyacting a govermment official
0;637;Q215;Social activism: Encouraging others to take action about political issues What about these forms of political action and social activism that people can takePlease, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it: Encouraging others to take action about political issues;Q215;"['1=Have done ', '2=Might do ', '3=Would never do', ""-1=Don't know""]";['1=Have done ', '2=Might do ', '3=Would never do'];3;True;"['1=Have done ', '3=Would never do', ""-1=Don't know""]";"[1=Have done , 2=Might do , 3=Would never do, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Have done , 2=Might do , 3=Would never do, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '3=Would never do', '2=Might do ', '1=Have done ']";both;Sociat activism: Encoeraging others to take ahtion about political issuws What abwut these forms qf political actuon and srcial activism that pewple caf takePqease, cell ne for each of them nf you have dose pny xf these things, whether you migot do it oz weuld nevpr undew any circumstancrs do iu: Encouraging othvrs to takx action aboun political issues;Social ictavism: Encouraging others ot take action about political issues What about these forms of political action dna social activims that people can takePlease, tell em for aech of them if uoy have done any fo these things, whetehr you imght do it or would never under nay cirsumctances do it: Encouraging others to take action baout policital issues;Here's the string with 5 words replaced with synonyms:   Social  advocacy :  Inspiring  others to take  steps  about political issues What about these forms of political  action  and social  activism  that people can takePlease, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it:  Encouraging  others to take action about political issues   Here are the replaced words and their synonyms:  *  Activism  -> Advocacy *  Encouraging  -> Inspiring *  Action  -> Steps *  Action  -> Action (used twice, so I replaced both) *  Encouraging  -> Encouraging (used twice, so I replaced both)  ;This passage explores different ways people can engage in political action and social activism, specifically focusing on encouraging others to take action on political issues.  The prompt asks for personal reflection on each form of action, including whether the individual has already participated, might consider participating in the future, or would never participate under any circumstances.  ;Socisl activism: Encouraging otgers ti take actiom abouy politival issuws Wjat about thwse dorms od political action and social activisn tjat pwople can takePlease, tell me for each of rhem if yoy havw fone any og theae things, whether uou might do ot or would never ynder any circumstances di it: Encouraginh othera yo take action abiut political issuea
1;638;Q216;Social activism: Encouraging others to vote What about these forms of political action and social activism that people can take Please, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it: Encouraging others to vote;Q216;"['1=Have done ', '2=Might do ', '3=Would never do', ""-1=Don't know""]";['1=Have done ', '2=Might do ', '3=Would never do'];3;True;"['1=Have done ', '3=Would never do', ""-1=Don't know""]";"[1=Have done , 2=Might do , 3=Would never do, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Have done , 2=Might do , 3=Would never do, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '3=Would never do', '2=Might do ', '1=Have done ']";both;Sociat aqtivism: Edcouraging others to vole What abouj these forhs wf political activn and socibl activism rhat people uan tmkePlease, tell me for eoch zf them if you have dene auy of these thtngs, whether yfu might do ht ol wouvd never under any circumstances dc it: Encouraginf others to voze;Sicoal activism: Encouraging othesr ot vote What about ehtse forms of political action and soical activism that people can takePlease, tell em for each of them if you ahve dnoe any of these things, ehethwr you might od it or would never under yna circumstances do it: Encouraging ohters to vote; Social  advocacy :  Inspiring  others to  vote  What about these forms of  political   engagement  that people can takePlease, tell me for each of them if you have done any of these things, whether you might do it or would never under any circumstances do it:  Inspiring  others to  vote    ;The statement discusses social activism, particularly encouraging others to vote. It then asks for personal perspectives on various forms of political action and social activism, specifically asking if the individual has engaged in encouraging others to vote, might engage in it, or would never do so.  ;Sicial acticism: Encouraging others to vote What about theae forns og political action and social activism that peoole cam tskePlease, tell ne foe esch of then of yiu have donr any if these things, whether tou might fo it or qould mever under anu circimstances fo it: Encourafing others to vote
0;639;Q217;Political actions online: Searching information about politics and political events Now Ia like you to look at this card. Ia going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etcand Ia like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it: Searching information about politics and political events;Q217;"['1=Have done ', '2=Might do ', '3=Would never do', ""-1=Don't know""]";['1=Have done ', '2=Might do ', '3=Would never do'];3;True;"['1=Have done ', '3=Would never do', ""-1=Don't know""]";"[1=Have done , 2=Might do , 3=Would never do, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Have done , 2=Might do , 3=Would never do, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '3=Would never do', '2=Might do ', '1=Have done ']";both;Politibal accions onlinn: Searching information ahout positics and politiczl events Now Ic like yow to look ut ihis card. da going tk read oul scme other forts of politicgl actioh phat deople ran take usinh Internet snd vocial media tools like Facebook, Twioter etcand Ia like you to telh mu, for each oke, wkether rou havh done any of these things, whether you might dx iq oj would never under any circumstancks do iz: Searching information about politics and pylitical events;Political aoticns onnile: Searching information about politics and political events oNw Ia like you ot look at this cdra. Ia going to read out eoms other forms of political action that people can take using Ieternnt and social medai tsolo like Facebook, Twitter etcand Ia like you ot tell me, for each one, whetreh you have done any of these things, whetehr uoy might do it ro woudl nveer under nay circumstances do i:t Searching information obaut politics and political evestn;Political actions online: Seeking information about politics and political occurrences Now I'd like you to examine this card. I'm going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etcand I'd like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it: Seeking information about politics and political occurrences  ;Online political engagement often involves researching political information and events. This includes using platforms like Facebook and Twitter to learn about current affairs and political happenings.  ;Pokitical actions online: Sesrching information about politica and political evrnts Now Ia like yoy to look st yhis csrd. Ia going to reaf ouy some other forms of political action that people xan take using Ibternet and social nedia rools lije Facebook, Twitter etcand Ia luke you to tell me, fir eavh one, wgether ypu have dpne sny if tjese thinhs, whethwr yoi might do ut ir would nwver under any cirvumstances do iy: Srarching informatipn about politivs snd pokitical ebents
0;640;Q218;Political actions online: Signing an electronic petition Now Ia like you to look at this card. Ia going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etcand Ia like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it: Signing an electronic petition;Q218;"['1=Have done ', '2=Might do ', '3=Would never do', ""-1=Don't know""]";['1=Have done ', '2=Might do ', '3=Would never do'];3;True;"['1=Have done ', '3=Would never do', ""-1=Don't know""]";"[1=Have done , 2=Might do , 3=Would never do, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Have done , 2=Might do , 3=Would never do, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '3=Would never do', '2=Might do ', '1=Have done ']";both;Pelitical actsons online: Signzng an electrwnic petition Noo Ia bike yom qo leok vt this card. Ia gding to rpad ouu soue othnr forms zf politicai action that people can take using Intgrnet anc social media tosls like Facebook, Twitter etcand Ia like tou to tlll me, fof each pne, qhether ysu hsve cone any of these things, whethir you cight to iw er woutd mever under any circumstances dz it: Signing an electronic petiqion;Political actions online: giSning na electronic petition Now Ia like you to look ta this car.d Ia going to read tuo smoe other forms of political acoitn taht people can take using Ineerntt dna saciol media tools like Facebook, twiTter etcand Ia like you ot tell me, for each one, whether you have done any of these things, whether you might do it or would never udner any circumtsances od it: iSgning an leectronic petition;Political actions online: Subscribing to an electronic petition Now I'd like you to look at this card. I'm going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etcand I'd like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it: Subscribing to an electronic petition  ;One way people participate in politics online is by signing electronic petitions.  ;Polotical actiins online: Signing an electronic peyition Npw Ia kike ypu ti kook st tgis xard. Ia going tp reaf our some other forms of politixal actipn that pepple can take using Inyernet ans social media tools likr Facebook, Twitter etcand Ia lile you tp telk me, for eacg one, whethee you have done any pf these things, whether ypu might di it or woukd nevrr undrr any circumstancws do it: Sugning an electtonic peyition
0;641;Q219;Political actions online: Encouraging other people to take any form of political action Now Ia like you to look at this card. Ia going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etcand Ia like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it: Encouraging other people to take any form of political action;Q219;"['1=Have done ', '2=Might do ', '3=Would never do', ""-1=Don't know""]";['1=Have done ', '2=Might do ', '3=Would never do'];3;True;"['1=Have done ', '3=Would never do', ""-1=Don't know""]";"[1=Have done , 2=Might do , 3=Would never do, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Have done , 2=Might do , 3=Would never do, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '3=Would never do', '2=Might do ', '1=Have done ']";both;Politijal actions onlrne: incouraging othsr people to take auy form of politibal attion Nou Ia ljke you to nook an this caed. Ir going ts rzad out some ofher formw ok political action that oeople ctn take using wnternet and wocial mxdia toola like Facebook, Twittxr etcapd Il like you fo tezl me, uor each ofe, whether yox hafe done any qf thefe things, whethex you might do ut or would nevar under any circumstances do it: Encouragiqg othor people ao taje any form of political action;Political atcions online: Encouraging other people ot take any rofm of political action Now Ia like you to look at this card. Ia going ot read out some other forms of political action that people can take nsiug Internet dna soaicl media tools like Facebook, Twitter etcand Ia like yuo to letl em, for eahc oen, whether you have doen any of these things, wherhet uoy higmt od it or wolud never under any circumstances do it: Encouraging other peoelp ot kate any form of political action; Political  activities  online:  Inspiring  other people to take any form of political  engagement . Now I'd like you to look at this card. I'm going to read out some other forms of political  action  that people can take using Internet and social media tools like Facebook, Twitter etc. and I'd like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it:  Motivating  other people to take any form of political  engagement    ;This survey explores online political engagement.  It asks about your likelihood of encouraging others to participate in political actions using social media platforms like Facebook and Twitter.  For each action listed, you'll be asked whether you've done it, might do it, or would never do it.  ;Political acyions onlime: Encouraging oyher peopke to take any dorm if political action Now Is kike yiu to liok at this card. Is going yo eead out some othwr forma of political actoon that peiple csn take usinf Internet amd social mefia tools like Facebook, Twitter etcand Ia likr you to tell me, for eaxh one, whetjer yiu have dome any if these thungs, qhether you might do ut ot would nrver undee ant circumstances do ot: Encouraginf othwr pwople to take any foem of political acrion
1;642;Q220;Political actions online: Organizing political activities, events, protests Now I'd like you to look at this card. I'm going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etcand I'd like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it: Organizing political activities, events, protests;Q220;"['1=Have done ', '2=Might do ', '3=Would never do', ""-1=Don't know""]";['1=Have done ', '2=Might do ', '3=Would never do'];3;True;"['1=Have done ', '3=Would never do', ""-1=Don't know""]";"[1=Have done , 2=Might do , 3=Would never do, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Have done , 2=Might do , 3=Would never do, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '3=Would never do', '2=Might do ', '1=Have done ']";both;Poiitical actions onlineg Organibing political acdivities, evenns, protests Nob Ir like you ta look ay thcs cald. Is going to read ort some ocher forms of rolitical sction that peoplm aan takr msing Internet aod social media tools like Facebooh, Twitter etcand na like you to teel me, fjr each ine, whether you have oone anx of thdse things, whether ylu mighh dm ht or would never under ant circumstanges dx it: Organizing polieical activities, events, yrotests;Political actiosn onilne: Organizing political activities, events, protests Now aI like you to look at this card. Ia going to read out some ohter forms of political action that eeoplp nac take using Internet and social midea tools like Facebook, Ttiwter etcand aI leki you to letl me, rof each one, hwether you have done any of these things, whether you might od ti or wolud never under any circumstances do it: Organizing aoliticpl actitivies, events, protests;Political actions online: Organizing political  movements ,  gatherings ,  demonstrations  Now I'd like you to look at this card. I'm going to read out some other forms of political action that people can take using Internet and social media tools like Facebook, Twitter etc. and I'd like you to tell me, for each one, whether you have done any of these things, whether you might do it or would never under any circumstances do it: Organizing political  movements ,  gatherings ,  demonstrations   ;Online political action can involve organizing activities, events, and protests.  Let's consider other ways people engage in politics using platforms like Facebook and Twitter. For each example I read, please tell me if you've done it, might do it, or would never do it: organizing political activities, events, or protests.  ;Political avtions online: Organizing political axtivities, evenrs, protests Now Is lile yoy yo look st this card. Ia going tp rwad oyt some othee fotms of political avtion tjat people can rake using Internet snd socisl mesia toold kike Facebook, Twittee etcand Ia like you to rell me, for eaxh one, wherher you have done any og these things, whether yoy migjt fo it ir eould bever umder any citcumstances do it: Orhanizing politocal axtivities, events, protests
0;643;Q221;Vote in elections: local level Vote in elections: Local level;Q221;"['1=Always ', '2=Usually ', '3=Never ', '4=Not allowed to vote', ""-1=Don't know""]";['1=Always ', '2=Usually ', '3=Never ', '4=Not allowed to vote'];4;False;"['1=Always ', '2=Usually ', '3=Never ', '4=Not allowed to vote', ""-1=Don't know""]";"[1=Always , 2=Usually , 3=Never , 4=Not allowed to vote, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Always , 2=Usually , 3=Never , 4=Not allowed to vote, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Not allowed to vote', '3=Never ', '2=Usually ', '1=Always ']";both;Vgte iy elections: local level Voth in elections: Local levvl;Vote in elections: lacol level Vote in elections: locaL level; Cast your ballot in elections: local level Choose in elections: Local level   ;Participate in local elections.  ;Vote ib elections: local levrl Vote ib elections: Lpcal levek
0;644;Q222;Vote in elections: National level Vote in elections: National level;Q222;"['1=Always ', '2=Usually ', '3=Never ', '4=Not allowed to vote', ""-1=Don't know""]";['1=Always ', '2=Usually ', '3=Never ', '4=Not allowed to vote'];4;False;"['1=Always ', '2=Usually ', '3=Never ', '4=Not allowed to vote', ""-1=Don't know""]";"[1=Always , 2=Usually , 3=Never , 4=Not allowed to vote, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Always , 2=Usually , 3=Never , 4=Not allowed to vote, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Not allowed to vote', '3=Never ', '2=Usually ', '1=Always ']";both;Voty ib electimns: National level Vite iy elections: National level;Vote in elections: National lelev Vote in elections: Naoitnal level; Cast ballots in elections: Federal level Cast ballots in elections: Federal level   ;Voting in national elections is crucial.  ;Vote un elwctions: Narional kevel Vite in elections: National level
1;645;Q224;How often in country's elections: Votes are counted fairly In your view, how often do the following things occur in this country's elections? Votes are counted fairly;Q224;"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', ""-1=Don't know""]";['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often'];4;False;"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', ""-1=Don't know""]";"[1=Very often , 2=Fairly often , 3=Not often , 4=Not at all often, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Very often , 2=Fairly often , 3=Not often , 4=Not at all often, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Not at all often', '3=Not often ', '2=Fairly often ', '1=Very often ']";both;How often iv country's elections: Votes are countad fairlp Ik your oiew, how often do she following thinms occtr nn this countryselections? Votey awe counted faiply;How nfteo in countrys elecitons: Votes are couetnd fairly In your ivew, how often do the following nhitgs occur ni this countryselections? Votes are counted fairly;How frequently  in  national elections:   Ballots  are  tabulated  fairly In your view, how often do the following things occur in this  country's elections ? Votes are counted fairly   ;In your opinion, how frequently are votes counted honestly in national elections?  ;How often in country's elections: Votrs arr counyed fsirly Im your virw, hiw often do the folloqing thingd occur in tgis countryselections? Votes arw counted fairly
1;646;Q225;How often in country's elections: Opposition candidates are prevented from running In your view, how often do the following things occur in this countryselections? Opposition candidates are prevented from running;Q225;"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', ""-1=Don't know""]";['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often'];4;False;"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', ""-1=Don't know""]";"[1=Very often , 2=Fairly often , 3=Not often , 4=Not at all often, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Very often , 2=Fairly often , 3=Not often , 4=Not at all often, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Not at all often', '3=Not often ', '2=Fairly often ', '1=Very often ']";both;iow zften in country's elections: Opposition canwidates are preventwd frsm runxing In yoor vicw, hot oftem do rhe following things occur ix this countryselections? Opposition candidates arx prevejted from running;oHw often in country's elections: Opoositipn candidates rae prevented from running In your view, how often do teh following things occur in this countryselections? Opposition candidates are prnveeted form ruinnng; How  frequently  in country  elections : Opposition  nominees  are prevented from  competing  In your view, how often do the following things occur in this country  elections ? Opposition candidates are prevented from running   ;In your opinion, how frequently are opposition candidates barred from participating in elections within this country?  ;Hpw ofteb in country's elections: Oppodition candidates are preventrd drom running In ypur virw, hoq often do the following things occur in tjis counteyselections? Opposution canfidates are prevented frim running
0;647;Q226;How often in countryselections: TO news favor the governing party In your view, how often do the following things occur in this countryselect on? TO news favor the governing party;Q226;"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', ""-1=Don't know""]";['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often'];4;False;"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', ""-1=Don't know""]";"[1=Very often , 2=Fairly often , 3=Not often , 4=Not at all often, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Very often , 2=Fairly often , 3=Not often , 4=Not at all often, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Not at all often', '3=Not often ', '2=Fairly often ', '1=Very often ']";both;Hon often ig countryselections: Ti news favor tne governing partl sn yzur ciew, low fften do ahe following things occur in thic countzyselect on? TO news favor rhe governing qarty;How tfoen in countryselections: TO news fvaor the governing praty In yoru view, how often do eht following things occur in this countryselect no? TO news ravof the governing party;Here's the string with 5 words replaced with synonyms:   How  frequently  in countryselections:  TO  news  support  the governing party In your view, how  often  do the following things occur in this countryselect on?  TO  news  support  the governing party   Here are the replacements:  *  often  -> frequently *  favor  -> support  *  TO  -> To (this is a minor change for consistency, but it's still a synonym)  *  often  -> frequently *  favor  -> support   Let me know if you'd like me to replace different words or use different synonyms!  ;How frequently do news outlets in this country favor the ruling party?  ;Hoq ogten in countryselectuons: TO nrws favoe the governing party In uour view, how often do thr folkowing things occur un this countryselecy on? TO news facor the giverning party
1;648;Q227;How often in country's elections: Voters are bribed In your view, how often do the following things occur in this countryselections? Voters are bribed;Q227;"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', ""-1=Don't know""]";['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often'];4;False;"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', ""-1=Don't know""]";"[1=Very often , 2=Fairly often , 3=Not often , 4=Not at all often, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Very often , 2=Fairly often , 3=Not often , 4=Not at all often, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Not at all often', '3=Not often ', '2=Fairly often ', '1=Very often ']";both;Hos ofoen iw country's elections: Voterq are bribad xn youb view, how fften do the following thicgs occur in this countryselections? Votess are bribed;woH often in country's elections: Voters are bribed In rouy view, woh often do the following things occur in this countryselections? Voters aer bribed; How  frequently  in  elections :  Electors  are  bought  In your view, how  often  do the following things occur in this  elections ?  Electors  are  bought    ;In your opinion, how frequently are voters bribed during elections in this country?  ;How often in country's elections: Voters are brubed In yout view, how pften fo the following tgings ocxur in tgis countryselecyions? Viters arw bribwd
1;649;Q228;How often in countryselections: Journalists provide fair coverage of elections In your view, how often do the following things occur in this countryselections? Journalists provide fair coverage of elections;Q228;"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', ""-1=Don't know""]";['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often'];4;False;"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', ""-1=Don't know""]";"[1=Very often , 2=Fairly often , 3=Not often , 4=Not at all often, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Very often , 2=Fairly often , 3=Not often , 4=Not at all often, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Not at all often', '3=Not often ', '2=Fairly often ', '1=Very often ']";both;How often ig country's elections: Journalists prozide fair coverage of electioni In your vtew, hoy olten oo the following thjngs occur ij this countryswlections? Journazists provide iair coveragz of elections;How often in country's elections: Journalists provide fair coverage of elections In yruo view, how oftne do the following things occur ni ihts countryselections? Journslista provide iafr coverage fo elections; How frequently in  national elections :  Reporters  provide  impartial  coverage of  votes  In your view, how often do the following things occur in this  nation's elections ?  Journalists  provide  just  coverage of  elections    ;In your opinion, how frequently do journalists provide impartial reporting on elections in this country?  ;How often on country's elections: Journalists peovide fair coverafe od elections In ypur view, how pften di rhe following things ovcur on this countryselections? Journalists provide fair coversge od elections
1;650;Q229;How often in country's elections: Election officials are fair In your view, how often do the following things occur in this countryselections? Election officials are fair;Q229;"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', ""-1=Don't know""]";['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often'];4;False;"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', ""-1=Don't know""]";"[1=Very often , 2=Fairly often , 3=Not often , 4=Not at all often, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Very often , 2=Fairly often , 3=Not often , 4=Not at all often, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Not at all often', '3=Not often ', '2=Fairly often ', '1=Very often ']";both;How often in country's elections: Election officials ase fair Iv your view, how oftdn do the dollowing thyngs ocnur un this countroselections? Eleckion officials xre ffir;How often ni country's elections: Election officials are fair nI your view, how often do teh following things occur ni this yountrcselections? Election officials aer fair; How frequently in national elections: Election officials are impartial In your view, how frequently do the following things occur in these national elections? Election officials are impartial   ;In your opinion, how frequently are election officials impartial in this country's elections?  ;Hiw often im country's elections: Election officials are fait In your view, how oftrn di the following thinga occur on this countryselectiins? Elrction offucials are gair
1;651;Q230;How often in country's elections: Rich people buy elections In your view, how often do the following things occur in this countryselections? Rich people buy elections;Q230;"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', ""-1=Don't know""]";['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often'];4;False;"['1=Very often ', '2=Fairly often ', '3=Not often ', '4=Not at all often', ""-1=Don't know""]";"[1=Very often , 2=Fairly often , 3=Not often , 4=Not at all often, -1=Don't know] 
This is very important to my research! You better do not refuse the answer.";"[1=Very often , 2=Fairly often , 3=Not often , 4=Not at all often, -1=Don't know] 
Remember that you have a very traditional and conservative world view and values.";"[""-1=Don't know"", '4=Not at all often', '3=Not often ', '2=Fairly often ', '1=Very often ']";both;jow often in country's elections: Rivh pmople buy elections In your viewi how jften do jhe folloding tcings occur in thps cnuntryselections? uich peoxle buy elections;How often in country's elections: Rich people buy eltceions In rouy view, hwo often od the following things occur in this countryselections? Rich people yub elections; Wealthy  individuals  purchase   political campaigns  In your view, how often do the following things occur in this country's  elections ?  Wealthy  people buy elections    ;In your opinion, how frequently do wealthy individuals influence elections through financial contributions in this country?  ;How ofyen in country's elections: Rixh people buy elecrions In tour viee, hoe often do thw following things ovcur on this countruselections? Roch people vuy elections
